City,Locality,Area_sqft,Bedrooms,Bathrooms,Balconies,Parking,Floor,Total_Floors,Property_Age,Furnishing,Facing,Gated_Society,Lift,Power_Backup,Security,Gym,Swimming_Pool,Metro_Distance_km,Hospital_Distance_km,School_Distance_km,Mall_Distance_km,Expressway_Distance_km,RRTS_Distance_km,Price_INR
Gurugram,Golf Course Road,3046,5,5,1,No,4,30,11,Semi-Furnished,East,Yes,Yes,No,No,Yes,Yes,0.42,2.08,3.39,6.01,14.96,11.31,49252200
Faridabad,NIT,2510,4,3,1,No,21,22,16,Unfurnished,West,No,Yes,No,No,No,Yes,11.55,5.1,3.36,6.22,3.06,15.87,19820956
Greater Noida,Alpha 1,923,5,4,3,Yes,13,20,0,Semi-Furnished,South,Yes,Yes,Yes,Yes,Yes,Yes,5.21,4.23,2.34,2.08,13.39,5.69,9770442
Ghaziabad,Kaushambi,1227,5,4,2,No,14,22,4,Semi-Furnished,East,Yes,Yes,No,Yes,Yes,No,5.02,7.45,2.53,3.47,7.67,19.32,10659919
Faridabad,Green Fields,3960,3,2,1,No,15,18,19,Semi-Furnished,East,No,Yes,No,No,Yes,Yes,3.77,3.52,3.3,4.38,5.37,1.82,26692776
Faridabad,Sector 15,3809,5,4,2,No,15,18,25,Fully Furnished,South,Yes,Yes,Yes,No,Yes,Yes,10.18,1.14,0.28,1.91,13.49,19.11,26781889
Gurugram,DLF Phase 3,3254,2,1,1,No,9,29,20,Semi-Furnished,West,No,Yes,Yes,No,No,No,10.11,1.87,5.15,4.71,6.9,0.6,30527749
Gurugram,Sector 57,2753,4,4,3,No,6,21,21,Unfurnished,North,Yes,Yes,Yes,No,No,Yes,10.5,6.93,2.83,6.65,12.57,7.52,45959078
Noida,Sector 50,1610,1,1,3,Yes,13,17,24,Semi-Furnished,South,No,Yes,Yes,No,Yes,No,7.08,2.52,2.75,5.92,2.59,17.5,18760164
Delhi,Janakpuri,3420,5,4,2,Yes,12,27,15,Unfurnished,South,No,Yes,No,No,Yes,No,2.97,3.31,4.19,8.53,1.21,15.36,46340657
Delhi,Janakpuri,787,5,5,0,Yes,6,20,14,Fully Furnished,North,No,Yes,Yes,Yes,No,No,10.87,2.05,3.64,9.26,14.67,6.75,10576947
Faridabad,Green Fields,1780,2,1,0,Yes,12,21,1,Semi-Furnished,North,No,Yes,Yes,Yes,No,No,11.63,2.28,3.05,4.19,8.57,6.44,10764709
Ghaziabad,Vaishali,1624,5,5,2,Yes,23,26,18,Semi-Furnished,North,No,Yes,No,No,No,Yes,5.39,4.25,0.96,5.3,0.44,12.89,15906757
Noida,Sector 78,2533,5,5,0,Yes,16,17,15,Fully Furnished,North,No,Yes,No,Yes,Yes,Yes,1.79,1.44,0.91,4.27,9.05,12.73,31463897
Greater Noida,Pari Chowk,2735,2,1,2,No,8,26,4,Unfurnished,East,No,Yes,No,No,Yes,No,7.37,7.13,5.01,9.18,9.26,0.67,21140416
Gurugram,Sector 57,1061,5,4,0,No,8,28,19,Unfurnished,West,Yes,Yes,Yes,No,Yes,No,0.86,5.56,3.66,3.16,6.21,1.6,15780483
Noida,Sector 78,4129,3,3,1,No,23,25,20,Semi-Furnished,East,No,Yes,Yes,No,No,No,6.15,5.78,2.74,9.23,11.5,7.7,51015715
Faridabad,NIT,3002,2,2,1,No,18,29,6,Semi-Furnished,South,Yes,Yes,No,No,Yes,Yes,5.97,5.63,3.48,6.34,3.62,10.92,21830550
Greater Noida,Knowledge Park,3469,3,3,0,No,2,16,20,Unfurnished,North,No,Yes,No,No,No,No,7.63,7.94,4.15,8.58,1.55,1.64,28478650
Delhi,Pitampura,3077,3,2,3,Yes,5,6,9,Semi-Furnished,North,No,Yes,Yes,Yes,No,Yes,10.21,4.5,1.75,6.37,8.12,15.56,55957745
Delhi,Janakpuri,3582,2,2,0,No,5,12,23,Semi-Furnished,South,Yes,Yes,No,Yes,Yes,Yes,9.4,1.34,5.98,4.99,2.96,1.19,60123175
Faridabad,Green Fields,1379,5,5,1,Yes,9,10,14,Fully Furnished,West,Yes,Yes,Yes,Yes,Yes,No,9.16,2.75,4.93,3.49,13.89,13.53,13249898
Noida,Sector 62,1160,5,4,1,Yes,9,30,13,Semi-Furnished,South,No,Yes,Yes,No,No,Yes,3.3,2.53,0.85,6.37,6.82,14.07,17441373
Faridabad,Sector 21,4066,3,2,0,No,19,26,7,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,No,5.07,5.45,3.66,4.05,3.05,11.43,21989763
Ghaziabad,Kaushambi,1415,3,3,3,No,13,16,11,Semi-Furnished,West,Yes,Yes,No,No,Yes,Yes,11.91,0.72,3.79,4.72,12.95,6.81,13603504
Noida,Sector 78,4001,4,4,1,Yes,14,18,17,Fully Furnished,East,No,Yes,Yes,Yes,Yes,No,6.72,0.46,3.24,5.72,8.24,9.51,34396137
Greater Noida,Gamma 1,3562,1,1,2,No,11,16,3,Semi-Furnished,North,Yes,Yes,No,Yes,No,Yes,1.04,1.77,2.49,3.75,7.95,14.6,23625378
Noida,Sector 150,3046,4,3,3,Yes,24,26,13,Fully Furnished,East,No,Yes,No,Yes,Yes,Yes,8.62,0.45,1.76,9.27,6.62,11.37,34243365
Gurugram,DLF Phase 1,4453,5,4,3,No,0,5,11,Semi-Furnished,West,No,Yes,Yes,No,No,No,6.37,2.61,3.6,8.72,0.37,9.53,50267355
Noida,Sector 62,3558,2,2,2,Yes,4,7,25,Semi-Furnished,North,No,Yes,No,Yes,Yes,No,11.34,4.07,1.88,1.06,11.57,15.93,26743998
Greater Noida,Beta 2,3610,3,3,2,Yes,21,22,4,Semi-Furnished,North,Yes,Yes,No,No,No,Yes,5.28,5.72,2.23,7.51,3.71,3.66,33595430
Delhi,Pitampura,2106,3,2,1,Yes,9,30,4,Fully Furnished,South,No,Yes,Yes,No,No,Yes,4.97,3.16,1.3,5.45,3.23,16.63,31949754
Gurugram,DLF Phase 1,3929,3,3,0,No,4,28,19,Unfurnished,South,Yes,Yes,No,No,Yes,Yes,5.17,4.79,1.93,1.8,10.09,6.79,56172199
Gurugram,Sector 57,1301,5,4,3,No,24,27,24,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,No,5.44,1.01,0.32,1.17,10.23,4.07,21600017
Delhi,Dwarka,2294,4,4,1,Yes,21,27,9,Semi-Furnished,North,Yes,Yes,Yes,Yes,Yes,No,4.89,4.54,4.24,6.92,2.91,8.77,43202397
Ghaziabad,Indirapuram,2069,1,1,0,No,9,30,8,Unfurnished,South,No,Yes,No,No,Yes,Yes,9.74,1.52,1.12,4.47,13.72,19.5,19044377
Gurugram,DLF Phase 3,669,5,5,3,Yes,12,18,25,Semi-Furnished,West,Yes,Yes,Yes,No,No,Yes,8.02,5.61,5.07,8.64,12.15,5.12,8958187
Delhi,Janakpuri,3971,4,4,3,Yes,22,25,13,Unfurnished,East,Yes,Yes,No,No,Yes,Yes,6.96,4.53,1.86,9.4,3.85,2.49,67874593
Delhi,Janakpuri,1259,3,3,0,No,18,25,15,Semi-Furnished,South,No,Yes,Yes,No,Yes,Yes,9.97,3.31,0.49,7.37,6.85,15.49,16491265
Gurugram,DLF Phase 3,3548,3,2,1,Yes,22,29,13,Fully Furnished,East,No,Yes,No,No,Yes,No,2.1,2.48,5.89,1.15,7.76,14.21,52009086
Greater Noida,Alpha 1,1449,5,5,0,No,23,28,7,Unfurnished,South,Yes,Yes,No,Yes,Yes,No,5.85,1.62,0.21,8.05,9.37,1.36,15286157
Noida,Sector 62,2582,3,3,3,Yes,19,26,1,Semi-Furnished,South,No,Yes,No,Yes,No,Yes,11.51,1.25,3.84,3.77,13.44,2.5,34372098
Greater Noida,Beta 2,1347,4,3,0,No,11,16,20,Semi-Furnished,North,No,Yes,No,No,No,Yes,3.27,1.54,2.65,1.57,14.36,16.27,12015580
Greater Noida,Knowledge Park,1704,3,3,2,Yes,11,15,5,Unfurnished,South,Yes,Yes,Yes,Yes,Yes,No,11.13,1.41,4.07,7.23,12.79,10.9,13787734
Gurugram,DLF Phase 1,1655,1,2,3,No,5,8,25,Unfurnished,North,Yes,Yes,No,No,Yes,Yes,4.4,5.1,5.5,1.91,14.2,10.86,21714255
Faridabad,NIT,1103,2,2,1,No,13,19,10,Semi-Furnished,North,No,Yes,No,Yes,No,Yes,4.93,1.1,3.01,3.52,13.6,3.18,9572905
Delhi,Saket,2326,2,2,3,No,1,20,16,Unfurnished,South,Yes,Yes,No,No,No,No,4.59,2.23,3.04,5.97,6.98,2.75,28637244
Faridabad,Green Fields,2907,2,1,2,No,23,29,14,Unfurnished,West,Yes,Yes,No,No,Yes,No,1.11,7.08,5.86,2.52,14.88,15.7,14855363
Greater Noida,Gamma 1,3662,4,3,3,No,14,27,21,Semi-Furnished,North,No,Yes,No,No,Yes,Yes,4.89,5.97,0.6,5.21,7.76,10.59,27003577
Greater Noida,Knowledge Park,565,5,5,1,No,12,28,18,Unfurnished,West,Yes,Yes,No,Yes,Yes,Yes,0.27,1.68,5.94,1.64,7.55,7.82,7978222
Greater Noida,Gamma 1,2147,5,5,1,Yes,18,28,10,Semi-Furnished,East,Yes,Yes,Yes,Yes,No,Yes,11.67,4.21,2.79,9.28,4.82,11.35,14507429
Noida,Sector 78,1025,2,1,2,Yes,24,30,15,Unfurnished,West,Yes,Yes,No,Yes,Yes,No,10.68,7.49,3.34,9.72,9.25,3.64,9593207
Ghaziabad,Indirapuram,2427,3,2,0,Yes,6,18,8,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,Yes,7.34,1.08,0.68,9.42,5.82,15.42,17210761
Noida,Sector 62,3806,2,1,2,Yes,14,15,15,Unfurnished,South,Yes,Yes,Yes,Yes,No,Yes,11.56,2.99,1.93,3.91,11.8,16.2,37702895
Delhi,Janakpuri,3833,1,2,2,No,12,30,20,Semi-Furnished,South,No,Yes,Yes,No,No,No,0.13,7.95,1.15,1.83,10.37,3.05,43024641
Delhi,Pitampura,1897,2,1,2,Yes,5,24,7,Semi-Furnished,North,No,Yes,No,Yes,Yes,No,3.62,2.67,3.75,8.52,13.44,8.32,30213785
Faridabad,Sector 21,3933,3,2,3,No,22,26,23,Unfurnished,East,No,Yes,No,No,No,Yes,7.81,4.15,3.85,1.8,10.8,16.04,26428513
Gurugram,DLF Phase 3,1900,4,3,0,No,15,25,24,Semi-Furnished,South,Yes,Yes,No,Yes,No,No,7.17,0.69,4.47,7.02,11.49,19.44,21583106
Faridabad,Sector 37,2633,5,4,0,No,24,30,22,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,Yes,0.72,3.6,2.16,8.45,0.65,5.04,14537699
Ghaziabad,Crossings Republik,3691,4,4,0,Yes,18,28,21,Unfurnished,South,No,Yes,Yes,Yes,No,No,2.32,7.13,2.05,1.18,7.62,18.5,21451171
Delhi,Dwarka,1871,2,1,0,No,24,30,1,Semi-Furnished,West,No,Yes,No,Yes,Yes,No,11.22,7.02,4.37,1.1,0.94,12.59,22929462
Faridabad,Sector 15,1931,3,2,2,No,12,22,25,Unfurnished,East,Yes,Yes,No,Yes,Yes,Yes,2.76,6.3,2.06,6.94,9.97,7.77,15152999
Delhi,Pitampura,587,4,4,1,Yes,1,19,8,Unfurnished,East,No,Yes,Yes,No,No,Yes,10.38,5.09,4.96,4.48,4.45,15.82,10440895
Faridabad,Sector 15,2518,4,3,0,No,15,27,4,Semi-Furnished,North,Yes,Yes,No,No,No,Yes,10.6,0.6,2.04,8.14,4.06,9.98,22393043
Delhi,Janakpuri,4462,1,1,0,Yes,18,28,7,Fully Furnished,East,No,Yes,Yes,No,Yes,Yes,1.36,3.16,5.67,6.65,13.67,9.39,47469968
Greater Noida,Pari Chowk,2655,3,2,2,Yes,11,16,4,Unfurnished,North,No,Yes,Yes,Yes,No,No,10.71,4.96,3.05,1.43,8.07,12.38,17569117
Ghaziabad,Crossings Republik,2046,4,4,3,No,10,15,14,Semi-Furnished,South,No,Yes,No,No,Yes,No,6.59,7.09,3.95,9.09,5.54,16.79,16262354
Ghaziabad,Kaushambi,3219,2,1,2,Yes,20,22,15,Unfurnished,West,No,Yes,Yes,Yes,No,No,5.94,5.83,5.42,2.38,6.13,14.99,17652137
Noida,Sector 78,2601,3,2,2,Yes,16,21,2,Fully Furnished,South,No,Yes,No,No,Yes,Yes,11.19,1.06,2.52,9.35,4.21,15.79,23564529
Gurugram,DLF Phase 1,3091,1,2,2,No,4,8,4,Fully Furnished,East,No,Yes,No,No,Yes,Yes,1.92,4.78,3.34,2.02,2,18.88,40463222
Faridabad,NIT,1421,4,3,3,No,0,11,3,Unfurnished,South,No,Yes,No,No,No,Yes,2.76,3.26,5.2,9.21,9.9,13.81,11569456
Greater Noida,Alpha 1,3202,3,3,0,No,21,30,14,Semi-Furnished,West,Yes,Yes,No,Yes,No,No,7.06,4.69,2.71,7.31,8.53,0.6,20899294
Ghaziabad,Kaushambi,2543,3,3,2,No,19,30,8,Unfurnished,East,Yes,Yes,Yes,No,Yes,No,2.67,7.85,0.98,6.32,5.21,17.63,18236478
Faridabad,Green Fields,1741,1,2,2,Yes,22,24,25,Semi-Furnished,North,Yes,Yes,No,No,No,Yes,10.29,7.73,2.22,6.47,13.74,9.98,8968176
Gurugram,Golf Course Road,1315,2,1,0,No,1,4,18,Fully Furnished,South,Yes,Yes,No,No,Yes,Yes,3.93,6.4,1.2,7.85,4.61,5.15,15559553
Greater Noida,Beta 2,2195,1,2,2,No,3,27,14,Unfurnished,South,No,Yes,Yes,No,No,No,7.2,5.13,2.81,6.89,0.95,5.89,13019378
Greater Noida,Knowledge Park,3007,5,5,1,Yes,22,23,10,Fully Furnished,East,No,Yes,No,Yes,No,No,11.86,3.14,3.82,3.3,10.48,4.82,23115168
Gurugram,Sohna Road,4500,1,1,2,Yes,4,9,24,Unfurnished,North,No,Yes,Yes,Yes,Yes,Yes,7,4.97,3.43,9.74,0.82,6.56,48629644
Faridabad,NIT,1523,1,2,2,Yes,11,24,7,Unfurnished,West,Yes,Yes,Yes,No,No,No,7.2,7.35,2.11,8.32,1.21,4.62,9653374
Delhi,Saket,2938,3,3,3,No,1,15,7,Fully Furnished,South,Yes,Yes,Yes,No,No,Yes,2.23,2.93,4.84,4.72,2.65,4.1,45000760
Gurugram,DLF Phase 3,3280,4,4,3,Yes,21,25,19,Fully Furnished,North,Yes,Yes,Yes,Yes,Yes,No,10.29,0.38,0.22,5.17,6.49,3.29,57252672
Noida,Sector 150,3711,2,2,0,Yes,7,16,2,Fully Furnished,South,No,Yes,No,No,No,No,3.95,3.84,3.73,8.18,10.31,8.26,42850988
Ghaziabad,Kaushambi,701,1,1,3,Yes,13,27,2,Semi-Furnished,East,Yes,Yes,No,Yes,No,No,3.34,7.58,1.17,7.76,1.47,4.03,4716122
Noida,Sector 50,2037,3,2,3,Yes,23,25,24,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,No,1.08,6.79,5.19,5.58,4.3,15.46,25465963
Noida,Sector 78,3866,4,4,1,Yes,1,12,12,Semi-Furnished,North,No,Yes,Yes,No,No,No,9.46,5.71,2.18,3.2,1.42,9.03,50277498
Ghaziabad,Indirapuram,1385,5,5,2,Yes,5,13,21,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,No,9.2,3.5,3.79,2.08,9.07,2.35,9665395
Gurugram,Sector 57,2752,2,1,3,No,13,26,14,Unfurnished,South,Yes,Yes,No,Yes,Yes,No,9.5,6.88,4.37,6.89,14.84,3.78,25941617
Ghaziabad,Vaishali,2328,4,3,3,Yes,1,15,20,Fully Furnished,West,Yes,Yes,No,No,Yes,Yes,4.21,1.13,1.89,8.25,13.28,12.92,20818472
Gurugram,Sector 57,1814,4,3,2,No,17,23,19,Fully Furnished,South,No,Yes,No,No,Yes,Yes,1.66,0.21,4.67,6.45,2.14,5.52,30672083
Noida,Sector 78,2319,4,3,2,No,14,23,10,Fully Furnished,North,Yes,Yes,No,Yes,No,No,7.57,0.72,4.43,9.97,14.98,5.71,21015142
Noida,Sector 137,945,4,3,0,No,1,22,12,Semi-Furnished,East,No,Yes,Yes,No,No,No,3.87,1.85,1.89,1.09,2.01,1.55,8836238
Gurugram,Golf Course Road,3401,5,4,3,Yes,13,18,19,Semi-Furnished,North,Yes,Yes,No,No,Yes,No,4.36,3.89,5.94,8.08,3.27,18.1,31873133
Greater Noida,Gamma 1,3959,5,4,3,Yes,13,21,6,Fully Furnished,North,No,Yes,No,Yes,No,Yes,1.75,2.35,1.7,7.18,0.46,18.07,31938472
Noida,Sector 78,4447,5,4,3,Yes,5,13,13,Semi-Furnished,North,Yes,Yes,Yes,Yes,Yes,Yes,2.98,7.82,2.94,6.41,13.62,19.21,56228841
Gurugram,DLF Phase 1,1405,3,3,3,Yes,18,30,7,Fully Furnished,South,Yes,Yes,No,Yes,Yes,Yes,10.63,1.3,0.7,8.93,2.63,13.04,16871932
Faridabad,NIT,594,3,2,0,Yes,16,17,23,Semi-Furnished,West,No,Yes,Yes,Yes,Yes,No,2.7,1.2,3.92,2.24,9.26,10.93,4990850
Noida,Sector 62,474,4,3,3,No,10,25,23,Unfurnished,South,No,Yes,No,Yes,Yes,Yes,11.76,0.74,5.6,3.31,9.99,6.31,4647384
Noida,Sector 137,1072,2,2,0,No,12,17,24,Semi-Furnished,South,Yes,Yes,Yes,No,Yes,No,8.03,3.15,0.9,4.6,13.5,3.88,7958434
Delhi,Rohini,2406,2,2,3,No,4,22,8,Unfurnished,South,Yes,Yes,No,No,Yes,Yes,11.24,4.45,4.04,9.38,10.51,2.15,39047648
Delhi,Dwarka,2459,2,2,2,Yes,15,28,1,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,No,11.98,2.7,1.34,8.26,2.08,5.45,34662332
Noida,Sector 150,1203,1,2,0,Yes,0,5,1,Fully Furnished,South,Yes,Yes,Yes,Yes,Yes,No,5.01,3.21,4.92,8.5,3.67,19.55,14708504
Ghaziabad,Indirapuram,595,5,4,1,No,16,29,25,Semi-Furnished,East,Yes,Yes,Yes,No,Yes,Yes,6.3,3.34,5.08,7.01,2.08,13.79,7074138
Delhi,Saket,750,4,3,3,Yes,20,29,14,Semi-Furnished,West,No,Yes,Yes,Yes,No,No,7.67,7.37,2.13,4.74,13.66,18.53,8112130
Faridabad,Sector 21,678,4,3,1,Yes,4,18,23,Unfurnished,West,Yes,Yes,Yes,Yes,Yes,No,11.06,5.83,4.63,1.08,0.34,10.3,5494315
Delhi,Janakpuri,549,3,3,3,Yes,23,28,0,Unfurnished,South,Yes,Yes,No,Yes,Yes,No,4.31,3.2,2.82,2.88,2.56,17.74,9290739
Faridabad,Sector 21,3926,4,4,1,Yes,23,25,7,Semi-Furnished,North,No,Yes,No,Yes,Yes,No,5,1.65,5.22,9.34,10.1,9.94,26592450
Gurugram,Golf Course Road,3306,5,4,1,Yes,6,9,7,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,No,11.43,5.78,1.8,2.03,3.25,5.16,54587179
Gurugram,Sohna Road,3919,2,1,1,Yes,3,25,0,Unfurnished,East,Yes,Yes,Yes,Yes,Yes,Yes,2.72,3.58,5.71,1.67,7.3,7.48,54269771
Noida,Sector 150,1054,5,4,2,No,16,18,16,Unfurnished,North,Yes,Yes,No,No,No,No,7.06,5.34,4.68,9.77,9.06,12.3,9750310
Faridabad,Green Fields,4158,5,5,1,No,12,28,17,Unfurnished,South,Yes,Yes,No,Yes,Yes,No,7.56,3.04,5.04,6.61,14.42,19.01,27245484
Noida,Sector 50,3656,4,3,0,Yes,2,16,7,Semi-Furnished,North,Yes,Yes,Yes,Yes,Yes,No,1.72,0.28,1.95,7.85,8.14,13.83,37413392
Noida,Sector 62,3644,1,2,3,No,22,25,14,Unfurnished,South,Yes,Yes,No,No,No,No,5.94,4.07,4.33,5.44,5.68,8.23,29247650
Faridabad,Sector 37,1123,5,5,2,Yes,2,20,17,Unfurnished,West,No,Yes,Yes,No,No,No,9.18,0.23,0.46,6.86,3.81,3.54,10021273
Greater Noida,Gamma 1,1061,2,2,0,Yes,0,8,25,Semi-Furnished,East,Yes,Yes,Yes,No,No,No,1.33,4.42,2.98,4.38,12.03,6.8,9284322
Greater Noida,Alpha 1,1281,4,4,3,Yes,19,27,25,Semi-Furnished,West,No,Yes,Yes,No,Yes,No,4.38,3.03,1.27,4.72,8.47,14.73,12439947
Greater Noida,Gamma 1,2559,3,3,1,No,0,8,10,Semi-Furnished,South,Yes,Yes,No,Yes,Yes,Yes,9.23,5,1.14,9.94,6.65,1.23,19745926
Faridabad,NIT,2640,1,1,1,Yes,4,19,1,Semi-Furnished,South,Yes,Yes,No,No,Yes,No,10.79,4.4,2.32,9.94,9.02,15.99,15895729
Delhi,Dwarka,3415,2,1,3,No,5,29,25,Semi-Furnished,West,Yes,Yes,Yes,Yes,Yes,Yes,9.21,1.46,2.22,3.17,1.92,14.4,50688299
Faridabad,Sector 15,2068,2,1,2,Yes,8,20,25,Semi-Furnished,South,Yes,Yes,No,Yes,Yes,No,7.79,1.79,5.88,0.6,2.31,18.78,10685176
Greater Noida,Gamma 1,2404,1,1,0,Yes,10,17,23,Fully Furnished,South,No,Yes,Yes,Yes,Yes,Yes,3.62,4.06,2.34,9.41,3.97,4.23,22645607
Gurugram,DLF Phase 1,4277,3,3,2,Yes,7,21,22,Fully Furnished,North,No,Yes,No,No,No,No,6.17,3.2,5.02,5.33,9.32,7.26,65435958
Faridabad,Green Fields,2069,2,1,2,No,1,9,2,Fully Furnished,North,Yes,Yes,Yes,No,Yes,No,3.21,7,4.51,9.11,5.73,9.27,14180556
Delhi,Saket,1516,2,2,0,Yes,3,26,12,Semi-Furnished,North,No,Yes,Yes,Yes,Yes,Yes,10.33,4.29,1.73,9.78,12.03,3.76,14569969
Delhi,Saket,2245,5,5,1,No,21,30,21,Fully Furnished,East,Yes,Yes,Yes,No,No,No,7.12,4.02,1.4,2.7,7.58,7.22,34412288
Noida,Sector 150,1206,4,4,1,No,14,17,17,Semi-Furnished,North,Yes,Yes,No,Yes,No,No,4.32,0.7,4.69,9.53,7.71,4.26,10586205
Greater Noida,Gamma 1,1052,2,1,1,Yes,16,30,17,Unfurnished,North,No,Yes,Yes,No,No,No,1.89,3.13,5.6,8.28,10.55,14.11,10187879
Greater Noida,Pari Chowk,4065,5,5,2,Yes,13,18,24,Semi-Furnished,East,Yes,Yes,No,Yes,Yes,No,7.52,1.86,4.35,3.67,2.22,4.59,33894229
Ghaziabad,Raj Nagar,1157,1,1,0,No,0,13,5,Unfurnished,East,Yes,Yes,No,Yes,No,No,6.58,5.7,3.61,7.73,4.07,12.35,7944286
Faridabad,Sector 15,2692,1,1,3,No,23,29,10,Semi-Furnished,South,No,Yes,Yes,No,No,No,4.3,3.58,4.11,2.03,3.07,9.91,21462479
Noida,Sector 50,756,5,4,2,Yes,10,28,10,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,No,4.24,3.8,2.98,7,8.7,5.87,8342034
Faridabad,NIT,3909,5,5,1,No,7,14,16,Fully Furnished,North,Yes,Yes,No,No,Yes,Yes,11.41,7.16,0.75,1.34,5.25,2.64,34128824
Ghaziabad,Raj Nagar,4313,2,2,0,Yes,12,17,18,Semi-Furnished,West,Yes,Yes,Yes,Yes,Yes,Yes,4.42,2.6,1.61,5.51,13.2,16.01,39365080
Greater Noida,Alpha 1,1083,2,1,2,Yes,19,20,0,Fully Furnished,North,Yes,Yes,Yes,No,No,Yes,5.93,1.34,3.81,4.14,4.27,3.61,8842352
Delhi,Pitampura,3421,3,3,1,Yes,9,28,12,Semi-Furnished,South,Yes,Yes,No,No,Yes,No,1.42,4.42,4.87,2.99,1.38,12.67,60126602
Noida,Sector 50,896,1,2,0,No,21,24,1,Semi-Furnished,East,Yes,Yes,Yes,No,No,No,6.72,5.26,4.16,1.86,14.87,1.82,11224862
Delhi,Rohini,4359,4,4,3,No,10,20,11,Fully Furnished,West,Yes,Yes,Yes,No,Yes,Yes,2.78,6.37,4.45,4.33,11.27,14.3,66953574
Delhi,Saket,1696,4,4,1,Yes,15,24,0,Semi-Furnished,East,No,Yes,Yes,Yes,Yes,No,3.22,2.7,5.78,0.8,6.34,9.65,28900616
Noida,Sector 78,1329,1,2,2,No,7,8,2,Unfurnished,East,No,Yes,Yes,Yes,Yes,No,4.15,3.15,0.78,2.19,9.55,5.49,15760026
Gurugram,Sohna Road,1539,5,4,1,No,17,20,2,Semi-Furnished,South,No,Yes,No,No,No,No,7.31,2.5,5.56,2.45,14.05,1.68,18293425
Noida,Sector 137,3199,4,3,1,No,5,19,7,Semi-Furnished,East,Yes,Yes,No,No,Yes,No,7.83,4.76,0.81,9.23,10.79,12.64,27821608
Greater Noida,Beta 2,4234,3,2,3,No,21,26,22,Unfurnished,South,Yes,Yes,No,Yes,Yes,Yes,2.9,3.64,3.4,6.1,7.56,0.96,37588953
Gurugram,Golf Course Road,2332,1,1,2,No,22,26,14,Semi-Furnished,North,Yes,Yes,Yes,No,Yes,Yes,5.58,3.15,4.37,8.74,6.18,12.21,25959313
Gurugram,DLF Phase 1,3440,5,5,0,Yes,2,30,20,Semi-Furnished,North,No,Yes,Yes,No,Yes,No,0.73,2.21,3.3,3.9,9.58,18.94,40871465
Greater Noida,Beta 2,3815,5,5,1,No,9,21,15,Semi-Furnished,East,Yes,Yes,No,No,No,Yes,2.19,0.41,5.37,6.39,8.13,13.44,32762032
Greater Noida,Beta 2,2459,4,3,1,No,0,18,19,Semi-Furnished,West,No,Yes,No,Yes,No,Yes,6.05,6.36,5.68,6.65,10.42,11.05,19418618
Ghaziabad,Indirapuram,2478,4,3,0,Yes,21,24,6,Fully Furnished,South,No,Yes,Yes,No,No,No,9.03,1.25,5.19,3.58,5.53,17.74,19273846
Ghaziabad,Raj Nagar,3130,2,1,2,No,23,26,16,Unfurnished,West,Yes,Yes,Yes,Yes,Yes,Yes,9.15,7.26,0.44,4.27,13.31,13.37,19451635
Faridabad,Green Fields,922,3,3,3,Yes,9,11,20,Semi-Furnished,East,Yes,Yes,Yes,Yes,No,Yes,4.16,4.55,5.77,3.84,13.15,4.27,7992078
Noida,Sector 50,2691,4,3,3,No,20,29,7,Fully Furnished,West,Yes,Yes,Yes,No,Yes,No,5.43,7.27,1.66,4.88,9.93,8.37,26465207
Ghaziabad,Crossings Republik,2547,1,2,0,Yes,1,10,0,Semi-Furnished,West,Yes,Yes,No,Yes,No,No,6.76,0.43,1.35,3.62,12.06,17.6,22225447
Greater Noida,Alpha 1,3417,3,2,0,Yes,1,26,23,Semi-Furnished,East,No,Yes,Yes,Yes,No,Yes,8.57,6.37,1.89,5.23,4.05,8.18,22290736
Ghaziabad,Indirapuram,2159,2,1,3,Yes,21,27,15,Fully Furnished,West,No,Yes,Yes,Yes,Yes,Yes,8.74,4.14,3.28,2.92,2.15,15.28,16380532
Gurugram,DLF Phase 1,3016,4,4,1,No,19,28,1,Semi-Furnished,South,Yes,Yes,Yes,No,Yes,No,9.22,1.84,4.57,3.53,1.76,14.39,42524162
Delhi,Janakpuri,3289,5,5,0,Yes,12,26,17,Fully Furnished,West,Yes,Yes,Yes,Yes,Yes,Yes,0.44,6.23,1.65,8.33,8.28,9.67,35774081
Delhi,Pitampura,4113,5,5,0,No,9,22,0,Semi-Furnished,West,No,Yes,Yes,No,No,Yes,3.86,5.48,4.44,7.25,14.28,7.03,53479799
Greater Noida,Gamma 1,1668,5,4,0,Yes,19,23,10,Fully Furnished,West,No,Yes,Yes,No,Yes,Yes,8.77,0.66,3.75,3.82,0.7,9.57,13499052
Faridabad,Green Fields,2516,5,4,3,No,5,26,19,Semi-Furnished,West,No,Yes,Yes,Yes,No,No,6.21,3.58,5.66,7.58,6.68,15.47,12177463
