Property_ID,City,Locality,Area_sqft,Bedrooms,Bathrooms,Balconies,Parking,Floor,Total_Floors,Property_Age,Furnishing,Facing,Gated_Society,Lift,Power_Backup,Security,Gym,Swimming_Pool,Metro_Distance_km,Hospital_Distance_km,School_Distance_km,Mall_Distance_km,Expressway_Distance_km,RRTS_Distance_km,Price_INR
PROP16718,Greater Noida,Alpha 1,2893,1,2,2,No,16,21,16,Semi-Furnished,South,Yes,Yes,Yes,Yes,Yes,No,7.11,2.96,4.26,6.81,12.15,2.58,27417756
PROP16719,Faridabad,Sector 15,3082,2,1,0,Yes,23,25,15,Semi-Furnished,West,No,Yes,Yes,No,Yes,Yes,10.44,4.3,4.59,3.77,12.07,13.82,23318564
PROP16720,Delhi,Pitampura,2507,1,2,0,Yes,5,16,22,Fully Furnished,West,No,Yes,Yes,Yes,No,Yes,9.78,2.51,3.77,5.13,14.5,9.33,25438421
PROP16721,Ghaziabad,Kaushambi,2830,5,5,1,No,15,27,14,Semi-Furnished,South,No,Yes,No,Yes,No,Yes,11.93,7.68,4.86,4.81,4.67,4.69,20963042
PROP16722,Faridabad,Green Fields,1380,1,1,1,Yes,20,29,22,Semi-Furnished,South,Yes,Yes,No,No,No,No,7.71,5.31,1.44,7.8,6.28,3.31,10989814
PROP16723,Ghaziabad,Raj Nagar,3893,1,2,0,Yes,1,23,24,Semi-Furnished,North,No,Yes,Yes,Yes,No,No,4.31,0.89,5.83,8.6,8.24,6.22,25352488
PROP16724,Greater Noida,Knowledge Park,4340,5,5,3,No,12,17,22,Semi-Furnished,South,Yes,Yes,Yes,Yes,No,Yes,6.81,6.54,0.76,5.98,8.51,7.93,39860171
PROP16725,Delhi,Dwarka,1559,2,2,3,Yes,23,28,17,Unfurnished,North,No,Yes,Yes,Yes,No,No,9.17,1.4,2.83,0.5,11.15,13.4,20606949
PROP16726,Gurugram,Sohna Road,3694,3,3,3,Yes,24,30,9,Unfurnished,West,No,Yes,No,Yes,Yes,Yes,0.66,4.54,3.45,2.25,5.33,8.3,45632767
PROP16727,Delhi,Pitampura,1941,3,3,0,Yes,19,28,6,Semi-Furnished,East,Yes,Yes,No,No,No,No,9.29,4.46,0.56,4.43,9.93,12.66,35847696
PROP16728,Greater Noida,Alpha 1,1215,2,2,3,No,6,21,17,Unfurnished,South,Yes,Yes,No,Yes,Yes,Yes,0.37,2.99,4.92,5.83,9.55,7.05,9024545
PROP16729,Ghaziabad,Raj Nagar,1613,1,2,3,Yes,21,26,2,Semi-Furnished,North,No,Yes,No,No,No,Yes,6.36,0.37,0.88,4.82,14.32,10.55,10780574
PROP16730,Greater Noida,Gamma 1,2747,2,2,2,Yes,21,24,18,Semi-Furnished,South,No,Yes,Yes,No,Yes,Yes,9.1,7.8,1.77,4.79,0.64,6.21,19229968
PROP16731,Faridabad,Green Fields,507,1,1,3,Yes,7,23,21,Semi-Furnished,South,Yes,Yes,No,Yes,Yes,Yes,2.89,7.01,0.98,3.78,12.53,9.02,4936752
PROP16732,Faridabad,NIT,1661,1,1,3,Yes,13,22,13,Unfurnished,North,No,Yes,No,No,No,Yes,9.44,6.68,0.42,5.68,6.66,10.22,9134895
PROP16733,Faridabad,Sector 15,1105,3,2,3,No,2,6,7,Semi-Furnished,East,No,Yes,No,No,No,Yes,7.1,0.35,0.72,8.32,4.72,11.27,8882354
PROP16734,Faridabad,Sector 15,979,5,5,1,No,20,27,21,Semi-Furnished,West,No,Yes,Yes,No,Yes,Yes,7.83,2.75,1.27,9.66,13.28,11.33,5999412
PROP16735,Ghaziabad,Indirapuram,889,4,3,3,No,16,27,24,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,Yes,6.93,4.12,2.52,4.95,8.54,14.77,8980267
PROP16736,Greater Noida,Knowledge Park,4001,1,1,0,No,2,25,11,Semi-Furnished,South,Yes,Yes,No,Yes,Yes,Yes,8.04,1.97,4.05,9.46,6.89,3.35,30139987
PROP16737,Noida,Sector 150,2292,1,1,3,No,21,25,5,Semi-Furnished,East,Yes,Yes,No,Yes,No,No,9.43,7.62,3.11,5.23,4.22,16.02,29050321
PROP16738,Gurugram,Sohna Road,1035,3,2,1,Yes,11,20,18,Semi-Furnished,North,Yes,Yes,Yes,Yes,No,Yes,7.13,6.39,4.44,4.99,4.24,12.31,10812653
PROP16739,Greater Noida,Pari Chowk,4455,1,1,2,No,2,12,15,Unfurnished,South,No,Yes,Yes,Yes,Yes,No,0.46,4.57,1.54,9.56,6.17,6.81,35890246
PROP16740,Faridabad,Sector 15,4413,2,2,0,No,6,12,9,Unfurnished,South,No,Yes,No,No,No,Yes,5.5,5.43,3.04,3.65,8.02,6.3,26735063
PROP16741,Faridabad,Sector 15,3939,4,3,2,Yes,2,11,12,Semi-Furnished,East,No,Yes,No,No,No,Yes,5.12,7.03,2.27,6.19,7.37,3.85,27408773
PROP16742,Ghaziabad,Vaishali,3610,5,5,2,No,16,18,0,Semi-Furnished,East,Yes,Yes,No,Yes,No,No,2.86,1.59,0.61,0.89,2.38,16.42,28692049
PROP16743,Gurugram,Sohna Road,2354,1,1,2,No,4,17,25,Semi-Furnished,East,No,Yes,Yes,Yes,Yes,Yes,9.33,3.42,3.52,7.38,5,1.06,22217921
PROP16744,Greater Noida,Pari Chowk,1201,2,2,3,No,13,22,21,Unfurnished,East,Yes,Yes,No,No,Yes,No,8.98,5.58,0.69,2,5.49,15.28,8077758
PROP16745,Noida,Sector 50,1174,1,2,1,Yes,6,10,11,Semi-Furnished,West,No,Yes,Yes,Yes,No,Yes,8.79,3.47,4.9,8.09,9.11,18.78,9939996
PROP16746,Faridabad,Sector 21,3071,3,2,1,No,20,26,23,Fully Furnished,South,No,Yes,No,Yes,No,Yes,10.99,7.36,3.55,9.23,11.49,5.37,15134044
PROP16747,Noida,Sector 137,900,2,1,0,No,13,29,5,Unfurnished,South,Yes,Yes,No,Yes,Yes,Yes,3.11,0.28,5.78,4.84,7.71,1.42,14200144
PROP16748,Greater Noida,Pari Chowk,481,2,2,0,No,18,21,15,Semi-Furnished,South,No,Yes,No,Yes,No,No,10.05,2.22,1.11,9.35,12.08,16.72,3497499
PROP16749,Gurugram,Sector 57,4480,5,4,0,Yes,11,16,3,Semi-Furnished,North,No,Yes,Yes,No,Yes,No,10.56,6.18,3.61,9.49,13.61,4.25,44041546
PROP16750,Noida,Sector 78,1715,2,2,3,No,0,8,0,Semi-Furnished,South,No,Yes,Yes,No,Yes,No,11.58,1.08,4.94,3.13,10.82,3.3,20344317
PROP16751,Gurugram,DLF Phase 3,2400,2,2,0,Yes,0,5,18,Unfurnished,South,Yes,Yes,No,Yes,No,Yes,2.8,0.57,1.85,5.41,10.47,17.64,24907622
PROP16752,Delhi,Pitampura,3559,4,3,2,No,7,9,12,Semi-Furnished,West,Yes,Yes,Yes,Yes,Yes,No,1.86,5.29,4.03,6.22,1.62,17.95,43289995
PROP16753,Gurugram,DLF Phase 1,1238,3,2,2,No,22,23,21,Fully Furnished,East,No,Yes,No,No,No,Yes,10.61,1.13,2.24,2.71,11.29,9.22,20472699
PROP16754,Delhi,Dwarka,564,5,4,1,No,23,29,1,Unfurnished,West,No,Yes,No,Yes,No,Yes,3.55,1.87,3.77,3.71,7.23,7.37,10445266
PROP16755,Delhi,Pitampura,4095,1,2,1,No,15,21,22,Semi-Furnished,East,Yes,Yes,Yes,No,Yes,No,10.29,0.4,2.51,1.33,11.22,5.5,39043857
PROP16756,Faridabad,Sector 15,3719,4,4,0,No,1,15,20,Unfurnished,West,Yes,Yes,No,Yes,No,Yes,1.87,5.8,2.2,3.04,14.03,15.85,33172996
PROP16757,Delhi,Dwarka,4471,5,4,0,No,6,29,2,Semi-Furnished,North,No,Yes,Yes,No,Yes,No,1.08,2.83,1.88,6.46,14.1,9.5,55338046
PROP16758,Ghaziabad,Raj Nagar,2428,3,2,1,No,23,30,15,Unfurnished,West,Yes,Yes,Yes,No,Yes,Yes,0.83,7.28,5.48,2.24,4.04,5.2,14919004
PROP16759,Noida,Sector 50,1756,1,2,3,No,1,13,18,Unfurnished,East,No,Yes,Yes,No,No,Yes,8.9,7.5,5.11,6.59,11.84,6.83,14059940
PROP16760,Delhi,Dwarka,1640,3,3,0,Yes,16,26,22,Fully Furnished,East,Yes,Yes,No,Yes,No,Yes,11.11,2.35,1.82,9.77,7.85,10.38,17136796
PROP16761,Ghaziabad,Crossings Republik,2343,2,2,3,No,23,27,13,Unfurnished,East,Yes,Yes,No,No,No,No,5.3,7.59,1.26,8.54,2.64,17.8,18989027
PROP16762,Noida,Sector 78,4289,3,2,0,Yes,0,20,25,Semi-Furnished,West,No,Yes,Yes,No,No,Yes,8.17,5.52,2.21,3.49,9.37,13.26,37149791
PROP16763,Delhi,Dwarka,557,1,1,1,Yes,2,15,14,Semi-Furnished,East,No,Yes,No,No,Yes,No,5.39,6.35,2.24,4.52,8.73,10.62,8369402
PROP16764,Greater Noida,Beta 2,1607,5,5,3,Yes,4,7,5,Semi-Furnished,South,Yes,Yes,No,Yes,No,No,11.92,0.21,3.98,2.16,13.73,8.24,13248384
PROP16765,Ghaziabad,Raj Nagar,791,4,4,0,No,0,12,3,Fully Furnished,East,Yes,Yes,No,Yes,No,Yes,1.2,3.21,4.26,1.32,14.77,9.71,7534211
PROP16766,Noida,Sector 78,3167,5,4,3,Yes,0,5,10,Unfurnished,West,Yes,Yes,Yes,No,Yes,No,5.07,3.43,5.74,4.99,8.98,13.54,43868090
PROP16767,Noida,Sector 62,4473,1,1,2,No,21,26,10,Unfurnished,East,No,Yes,Yes,No,No,No,11.31,2.17,4.83,0.64,8.11,12.67,52724645
PROP16768,Gurugram,DLF Phase 1,1769,1,2,3,No,23,26,9,Unfurnished,South,No,Yes,No,Yes,No,No,4.38,0.88,2.38,8.09,4.44,11.55,21443447
PROP16769,Ghaziabad,Indirapuram,2522,5,4,3,No,0,16,17,Semi-Furnished,East,Yes,Yes,No,No,Yes,Yes,3.65,7.8,4.85,3.96,3.43,4.25,22690677
PROP16770,Faridabad,Sector 37,3486,2,2,0,Yes,2,13,4,Unfurnished,South,Yes,Yes,No,No,No,Yes,6.26,6.7,4.66,6.38,7.1,6.85,22771779
PROP16771,Gurugram,DLF Phase 3,1520,3,2,2,No,15,22,8,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,Yes,7.69,6.03,1.36,9.5,5.59,14.09,20915855
PROP16772,Gurugram,Golf Course Road,3856,1,1,3,No,15,29,18,Semi-Furnished,North,Yes,Yes,Yes,No,Yes,No,7.88,7.68,2.42,6.76,13.59,9.13,46853581
PROP16773,Ghaziabad,Indirapuram,1604,4,3,3,No,9,15,21,Semi-Furnished,North,Yes,Yes,Yes,No,No,No,10.82,2.8,5.01,8.92,4.81,18.76,10460846
PROP16774,Faridabad,NIT,4150,4,4,3,Yes,2,27,15,Semi-Furnished,West,Yes,Yes,Yes,Yes,No,No,0.81,6.92,0.36,6.1,4.41,1.15,22171483
PROP16775,Ghaziabad,Indirapuram,683,4,3,3,No,9,11,3,Unfurnished,West,No,Yes,Yes,No,No,Yes,1.92,2.65,1.88,8.58,11.15,18.83,8140821
PROP16776,Gurugram,Golf Course Road,4203,4,3,3,No,11,30,19,Semi-Furnished,South,No,Yes,No,No,No,No,8.6,5.55,3.69,5.19,6.15,17.08,37345246
PROP16777,Noida,Sector 62,4372,5,4,2,Yes,10,18,20,Semi-Furnished,East,No,Yes,No,No,No,Yes,7.05,2.15,2.1,0.93,14.13,6.99,39456546
PROP16778,Ghaziabad,Crossings Republik,3757,3,2,0,Yes,9,10,1,Fully Furnished,West,Yes,Yes,No,Yes,No,Yes,10.88,0.2,5.08,6.7,14.97,15.08,34121397
PROP16779,Ghaziabad,Raj Nagar,613,3,3,1,No,4,19,3,Semi-Furnished,North,No,Yes,Yes,No,Yes,No,4.61,0.23,1.91,5.25,3.75,13.21,5016525
PROP16780,Greater Noida,Beta 2,4272,3,3,2,No,2,12,10,Unfurnished,East,Yes,Yes,Yes,No,Yes,Yes,11.3,1.58,1.74,8.27,8.82,12.89,25809958
PROP16781,Greater Noida,Beta 2,2360,5,4,2,No,19,25,9,Semi-Furnished,East,No,Yes,No,Yes,Yes,No,11.49,1.92,0.31,2.24,0.27,7.31,16100856
PROP16782,Noida,Sector 137,4179,5,5,1,Yes,20,23,18,Semi-Furnished,North,No,Yes,No,Yes,Yes,No,5.29,5.37,2.89,7.27,4.84,10.61,39297084
PROP16783,Delhi,Dwarka,1596,4,4,1,No,23,25,18,Unfurnished,South,No,Yes,Yes,Yes,Yes,No,9.55,1.62,5.26,5.29,0.22,13.04,15674799
PROP16784,Greater Noida,Beta 2,1666,1,2,3,No,24,28,20,Unfurnished,North,No,Yes,Yes,Yes,No,No,8.91,0.63,2.89,2.6,1.48,2.33,12083315
PROP16785,Faridabad,Green Fields,652,3,2,2,Yes,1,8,19,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,No,5.96,7.95,3.69,3.29,7.12,6.14,4398046
PROP16786,Delhi,Saket,2657,1,1,0,Yes,17,19,21,Fully Furnished,East,No,Yes,No,Yes,No,Yes,2.35,4.65,3.44,8.43,9.61,18.87,29806745
PROP16787,Greater Noida,Gamma 1,1019,2,2,1,No,19,27,12,Fully Furnished,North,No,Yes,No,No,Yes,No,10.89,6.47,5.73,4,13.49,11.75,9703682
PROP16788,Gurugram,Golf Course Road,1642,4,3,3,Yes,16,20,2,Unfurnished,North,No,Yes,No,Yes,Yes,No,7.1,4.56,4.12,1.11,3.91,16.41,16223472
PROP16789,Delhi,Pitampura,4345,1,1,2,Yes,10,16,19,Semi-Furnished,East,No,Yes,Yes,No,No,Yes,4.73,0.98,3.51,7.03,9.96,13.79,59833146
PROP16790,Faridabad,Sector 37,2700,1,1,1,Yes,18,27,16,Semi-Furnished,South,No,Yes,Yes,Yes,No,Yes,5.04,6.72,0.96,9.54,14.29,11.42,14986723
PROP16791,Delhi,Pitampura,4303,4,4,1,No,9,21,15,Semi-Furnished,North,No,Yes,Yes,No,Yes,Yes,4.69,6.48,4.32,1.13,7.85,10.42,77314728
PROP16792,Gurugram,Golf Course Road,1783,1,1,0,,2,8,22,Semi-Furnished,North,No,Yes,Yes,No,,No,,7.8,2.15,8.18,3.58,0.79,
PROP16793,Gurugram,DLF Phase 1,3398,5,4,3,Yes,3,14,14,Fully Furnished,North,Yes,Yes,Yes,Yes,Yes,Yes,3.1,7.88,4.43,4.34,6.41,4.98,40955858
PROP16794,Gurugram,Golf Course Road,4314,5,4,2,Yes,14,16,8,Semi-Furnished,South,Yes,Yes,Yes,Yes,Yes,No,2.45,6.29,5.01,5.54,0.54,14.67,59118237
PROP16795,Greater Noida,Knowledge Park,3596,4,3,2,No,10,25,16,Semi-Furnished,North,No,Yes,No,Yes,Yes,No,8.47,1.77,2.59,1.71,13.25,2.28,31703038
PROP16796,Gurugram,DLF Phase 1,867,5,4,2,Yes,21,26,2,Fully Furnished,West,Yes,Yes,No,No,No,No,0.99,3.19,3.77,7.93,5.95,9.27,15782444
PROP16797,Faridabad,Green Fields,3392,1,2,2,No,10,29,9,Unfurnished,West,Yes,Yes,Yes,Yes,No,Yes,10.01,3.17,1.15,2.58,5.43,19.98,21268768
PROP16798,Noida,Sector 78,3126,4,4,1,Yes,8,24,6,Fully Furnished,South,No,Yes,No,No,Yes,Yes,3.58,2.38,4.97,3.92,8.54,15.08,32924174
PROP16799,Gurugram,DLF Phase 1,909,1,2,2,Yes,16,20,0,Unfurnished,North,Yes,Yes,No,No,No,No,5.32,7.84,4.79,6.26,3.21,18,14843142
PROP16800,Delhi,Saket,3312,2,1,3,Yes,21,28,25,Semi-Furnished,South,No,Yes,Yes,No,No,No,9.47,7.82,5.05,3.52,9.92,8.26,46281675
PROP16801,Ghaziabad,Indirapuram,1214,3,2,3,Yes,13,14,21,Unfurnished,South,Yes,Yes,No,Yes,No,No,8.66,0.59,1.07,8.91,12.54,3.26,9170544
PROP16802,Noida,Sector 137,4420,1,2,2,No,1,23,7,Semi-Furnished,South,Yes,Yes,No,Yes,Yes,Yes,7.92,6.38,2.21,6.52,0.26,10.81,55082552
PROP16803,Delhi,Rohini,4073,3,3,1,Yes,8,11,5,Unfurnished,East,No,Yes,No,Yes,No,Yes,7.95,7.88,2.97,2.92,8.36,2.17,40464939
PROP16804,Faridabad,Sector 37,3120,1,2,0,No,19,26,5,Fully Furnished,East,Yes,Yes,Yes,No,Yes,No,5.64,1.59,1.89,8.84,10.41,16.67,26252085
PROP16805,Ghaziabad,Vaishali,3875,3,3,1,No,6,12,17,Fully Furnished,South,No,Yes,Yes,Yes,No,No,9.31,7.42,2.09,4.32,10.94,8.06,25977620
PROP16806,Delhi,Pitampura,4430,2,1,2,Yes,10,22,24,Semi-Furnished,North,No,Yes,No,Yes,Yes,Yes,2.89,2.65,4.83,8.45,9.16,3.36,46128330
PROP16807,Ghaziabad,Kaushambi,1734,3,2,2,Yes,22,24,10,Semi-Furnished,North,Yes,Yes,Yes,No,No,No,0.7,6.07,1.05,6.56,13.57,8.35,14247177
PROP16808,Gurugram,Golf Course Road,512,3,2,0,No,18,27,6,Unfurnished,East,Yes,Yes,No,Yes,Yes,Yes,10.3,2.58,3.02,9.13,13.64,11.17,6507871
PROP16809,Gurugram,Sector 57,1997,3,3,3,Yes,3,9,25,Semi-Furnished,North,Yes,Yes,Yes,Yes,No,No,2.86,4,5.09,6.83,6.69,0.61,25347866
PROP16810,Greater Noida,Alpha 1,3585,5,4,2,Yes,0,20,7,Semi-Furnished,East,Yes,Yes,Yes,Yes,No,No,5.57,7.99,1.82,8.73,4.33,10.76,31070401
PROP16811,Ghaziabad,Raj Nagar,1275,3,2,1,Yes,11,23,5,Fully Furnished,East,Yes,Yes,No,No,Yes,Yes,5.43,5.38,5.99,3.59,4.64,12.46,9665398
PROP16812,Noida,Sector 137,4319,1,2,0,Yes,20,27,21,Semi-Furnished,East,Yes,Yes,Yes,Yes,No,No,10.24,6.09,2.66,5.62,4.29,12.06,30184837
PROP16813,Faridabad,Green Fields,870,5,4,1,No,23,30,19,Fully Furnished,North,Yes,Yes,Yes,No,Yes,No,2.78,6.81,5.45,9.56,9.47,4.43,7001585
PROP16814,Faridabad,Sector 15,4447,3,3,2,No,1,6,6,Fully Furnished,South,Yes,Yes,No,No,No,No,7.5,4.81,2.57,6.03,13.62,8.24,25219342
PROP16815,Ghaziabad,Crossings Republik,3379,1,1,3,Yes,1,29,19,Unfurnished,East,Yes,Yes,Yes,No,No,Yes,6.49,1.36,3.64,4.63,7.21,8.38,19602696
PROP16816,Greater Noida,Knowledge Park,1513,5,4,3,Yes,7,29,1,Unfurnished,West,No,Yes,No,Yes,Yes,Yes,2.98,5.06,5.98,7.46,0.22,1.88,15254469
PROP16817,Delhi,Saket,1194,5,5,0,No,0,17,11,Fully Furnished,East,No,Yes,Yes,No,Yes,No,7.94,3.03,3.08,9.52,6.81,0.82,22857919
PROP16818,Noida,Sector 62,3831,2,2,2,Yes,16,30,0,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,No,9.63,3.44,5.55,3.87,11.16,10.18,50236481
PROP16819,Noida,Sector 150,1556,3,3,0,No,24,30,13,Fully Furnished,East,No,Yes,Yes,No,No,Yes,8.61,2.26,2.41,2.4,1.1,9.68,22026406
PROP16820,Delhi,Rohini,741,2,2,2,Yes,12,26,8,Unfurnished,West,No,Yes,Yes,No,No,Yes,5.96,4.79,2.95,5.16,6.97,10.59,11358634
PROP16821,Gurugram,Sector 57,3050,2,2,0,No,7,10,12,Fully Furnished,East,No,Yes,No,Yes,Yes,Yes,9.89,0.88,2.18,9.16,4.73,16.56,28431331
PROP16822,Gurugram,Golf Course Road,1909,3,3,0,No,8,9,0,Fully Furnished,East,No,Yes,Yes,Yes,No,No,0.22,4.24,5.74,8.54,8.38,11.43,33315668
PROP16823,Gurugram,DLF Phase 1,4072,2,1,1,No,17,18,19,Semi-Furnished,East,Yes,Yes,Yes,No,Yes,No,0.83,2.98,3.16,3,12.87,9.63,47838745
PROP16824,Delhi,Janakpuri,663,2,2,2,Yes,20,30,15,Unfurnished,South,No,Yes,Yes,Yes,No,No,7.31,2.35,3.34,6.37,13.34,2.16,5827802
PROP16825,Ghaziabad,Crossings Republik,4387,2,2,2,Yes,23,30,1,Semi-Furnished,North,No,Yes,No,No,No,No,0.42,7.49,3.58,1.68,7.15,12.03,36370429
PROP16826,Noida,Sector 137,1508,4,3,0,No,14,15,7,Unfurnished,North,Yes,Yes,No,Yes,No,No,6.07,2.62,0.23,5.17,12.72,14.56,21156460
PROP16827,Ghaziabad,Vaishali,1820,4,4,2,Yes,21,25,16,Fully Furnished,North,No,Yes,Yes,No,Yes,Yes,8.08,2.15,2.53,6.06,11.97,18.45,14185918
PROP16828,Faridabad,Sector 21,3446,3,2,1,No,8,13,23,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,Yes,11.53,5.56,4.02,4.02,1.19,4.56,26248195
PROP16829,Gurugram,Sohna Road,1748,3,3,3,Yes,20,21,11,Semi-Furnished,North,Yes,Yes,No,No,Yes,Yes,3.78,5.13,3.93,1.49,8.73,4.48,30169491
PROP16830,Gurugram,Golf Course Road,1145,5,5,0,No,24,29,22,Semi-Furnished,North,No,Yes,Yes,Yes,No,Yes,10.18,4.48,5.76,5.27,4.1,8.07,15441098
PROP16831,Greater Noida,Alpha 1,1299,5,5,0,No,3,27,23,Unfurnished,South,No,Yes,Yes,No,Yes,No,0.96,2.69,0.42,1.39,1.82,14.75,8628623
PROP16832,Gurugram,Sector 57,1567,4,3,3,Yes,10,14,6,Semi-Furnished,East,Yes,Yes,Yes,No,Yes,Yes,9.52,2.17,1.43,8.21,12.72,6.91,23542058
PROP16833,Noida,Sector 150,2492,2,1,3,No,19,29,23,Unfurnished,North,No,Yes,Yes,No,Yes,Yes,4.02,4.11,1.01,6.34,5.04,10.35,33503140
PROP16834,Faridabad,Sector 15,1381,2,2,3,Yes,21,26,7,Unfurnished,East,Yes,Yes,Yes,Yes,No,Yes,4.18,0.36,3.26,4.94,5.98,4.59,10870385
PROP16835,Gurugram,DLF Phase 1,1324,5,4,0,Yes,17,27,11,Unfurnished,North,Yes,Yes,No,No,Yes,Yes,11.76,4.15,5.73,2.51,14.61,4.72,15521219
PROP16836,Ghaziabad,Crossings Republik,4287,3,2,2,No,20,23,6,Unfurnished,South,Yes,Yes,Yes,No,Yes,No,5.42,5.91,4.69,5.16,2.99,6.87,28377520
PROP16837,Ghaziabad,Indirapuram,3342,2,2,2,Yes,22,29,4,Fully Furnished,North,Yes,Yes,Yes,No,No,Yes,7.83,0.81,5.01,2.61,1.95,9.21,31362554
PROP16838,Faridabad,Sector 21,1536,4,3,0,No,4,17,2,Fully Furnished,North,No,Yes,Yes,Yes,No,Yes,8.37,1.52,5.22,1.43,13.01,3.05,13107852
PROP16839,Gurugram,Sector 57,2509,3,2,2,No,6,14,22,Semi-Furnished,West,Yes,Yes,Yes,No,No,No,10.52,1.03,1.68,5.83,7.33,8.68,27197394
PROP16840,Delhi,Rohini,893,2,1,0,Yes,7,30,8,Fully Furnished,South,No,Yes,Yes,Yes,Yes,Yes,9.86,1.61,2.56,3.09,2.1,18.7,17125617
PROP16841,Delhi,Pitampura,2667,1,2,3,Yes,15,18,20,Fully Furnished,East,Yes,Yes,Yes,Yes,Yes,No,7.96,1.28,4.94,9.99,12.74,17.28,48924506
PROP16842,Noida,Sector 137,2660,1,2,3,No,1,9,13,Unfurnished,North,No,Yes,Yes,Yes,Yes,No,6.04,2.95,3.64,3.74,9.32,5.16,31855161
PROP16843,Noida,Sector 50,2442,1,2,2,Yes,11,22,17,Semi-Furnished,South,No,Yes,No,Yes,Yes,Yes,2.19,4.4,5.8,0.81,1.41,7.3,29197186
PROP16844,Noida,Sector 62,3096,5,5,1,No,9,11,10,Semi-Furnished,West,No,Yes,No,Yes,No,No,1.06,1.22,5.88,4.21,8.36,11.79,28585920
PROP16845,Ghaziabad,Crossings Republik,4476,5,5,1,Yes,10,15,9,Unfurnished,East,Yes,Yes,Yes,Yes,Yes,No,1.88,7.63,0.65,6.04,6.01,7.83,30994401
PROP16846,Ghaziabad,Indirapuram,473,3,2,3,Yes,20,28,11,Fully Furnished,East,No,Yes,No,No,Yes,No,9.82,5.25,4.68,8.75,0.73,8.68,5890984
PROP16847,Faridabad,NIT,4373,1,2,1,Yes,21,23,1,Semi-Furnished,West,No,Yes,No,Yes,Yes,Yes,4.11,5.35,1.84,7.1,6.42,7.78,36338121
PROP16848,Ghaziabad,Crossings Republik,3514,3,3,3,Yes,18,23,20,Unfurnished,West,No,Yes,Yes,Yes,No,Yes,10.71,1.87,1.62,5.27,6.7,6.19,23293511
PROP16849,Gurugram,Sohna Road,2080,2,2,1,No,25,30,14,Unfurnished,South,Yes,Yes,Yes,No,No,No,5.45,3.82,5.01,1.98,5.49,6.09,33286540
PROP16850,Delhi,Pitampura,2906,1,2,2,Yes,22,27,10,Unfurnished,North,Yes,Yes,No,Yes,No,No,5.13,6.85,5.59,7.55,1.83,9.4,30911865
PROP16851,Greater Noida,Knowledge Park,1304,2,1,2,Yes,20,29,23,Semi-Furnished,East,No,Yes,Yes,No,No,No,4.38,3.95,1.63,4.36,7.36,15.77,10961306
PROP16852,Noida,Sector 62,670,4,3,1,Yes,0,24,5,Semi-Furnished,East,Yes,Yes,Yes,No,No,Yes,8.52,2.61,0.38,4.61,4.31,4.47,10926353
PROP16853,Noida,Sector 150,4015,3,3,3,Yes,5,10,23,Semi-Furnished,East,Yes,Yes,Yes,No,No,Yes,3.96,4.76,0.57,5.05,5.29,0.82,43522510
PROP16854,Gurugram,Golf Course Road,561,2,1,2,Yes,11,28,17,Fully Furnished,East,Yes,Yes,Yes,No,Yes,No,4.87,7.88,2.23,9.39,1.12,4.27,8425540
PROP16855,Greater Noida,Beta 2,820,1,2,1,No,18,22,6,Semi-Furnished,South,No,Yes,Yes,No,Yes,No,3.09,0.26,4.8,3.07,12.52,12.43,7095008
PROP16856,Gurugram,DLF Phase 1,1229,3,2,0,Yes,2,11,4,Semi-Furnished,West,Yes,Yes,No,No,No,No,7.33,3.17,3.64,8.22,2.32,15.18,14015396
PROP16857,Greater Noida,Alpha 1,1646,5,5,2,No,14,18,18,Semi-Furnished,North,No,Yes,No,No,No,Yes,4.61,6.76,5.42,4.26,1.15,7.56,12970899
PROP16858,Faridabad,Sector 15,3564,4,3,2,No,24,28,20,Semi-Furnished,North,No,Yes,Yes,Yes,Yes,Yes,6.21,4.61,4.65,3.93,10.6,1.71,24402538
PROP16859,Faridabad,Sector 21,3347,2,1,1,Yes,12,20,0,Semi-Furnished,North,No,Yes,No,Yes,No,Yes,7.61,1.12,0.96,4.61,6.3,9.95,28920285
PROP16860,Delhi,Rohini,2088,4,4,1,Yes,23,28,13,Fully Furnished,West,Yes,Yes,Yes,No,Yes,Yes,1.91,3.33,1.49,5.91,4.61,17.61,33681543
PROP16861,Faridabad,Sector 37,3758,3,2,0,Yes,23,28,9,Semi-Furnished,West,Yes,Yes,Yes,No,Yes,No,3.57,3.81,5.79,5.69,8.76,14.96,21123460
PROP16862,Noida,Sector 137,1695,2,2,0,No,19,28,16,Unfurnished,East,No,Yes,No,Yes,Yes,Yes,1.77,6,0.48,3.14,13.25,17.31,16653815
PROP16863,Gurugram,DLF Phase 3,3141,5,5,1,Yes,11,18,3,Fully Furnished,East,Yes,Yes,No,Yes,No,Yes,9.22,4.68,4.78,5.6,2.74,17.81,48001599
PROP16864,Ghaziabad,Kaushambi,3350,1,2,0,Yes,0,26,5,Semi-Furnished,East,Yes,Yes,Yes,No,No,No,2.05,4.02,2.97,1.11,0.79,1.89,23108628
